Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,KYLIN-4070,13242879,"No logs print in kylin.log file and met error ""Error: Could not find or load main class org.apache.hadoop.mapreduce.v2.app.MRAppMaster""",hit_lacus,xiangakun,Blocker,Closed,Not A Bug,03/Jul/19 03:00,26/Jul/21 07:15,
Bug,KYLIN-4987,13374531,Unable to build cube for JDBC MS SQL Connection,,sylim,Blocker,Closed,Fixed,23/Apr/21 02:38,28/Jun/21 08:57,
Bug,KYLIN-4900,13356885,"The result of derived time columns are error, when timezone is GMT-1 or GMT-N",liukun,liukun,Blocker,Closed,Fixed,05/Feb/21 01:55,27/Apr/21 02:33,
Bug,KYLIN-4976,13372765,error java.lang.NoSuchMethodError: scala.Predef$.refArrayOps([Ljava/lang/Object;)[Ljava/lang/Object; while building sample cube,,gauravbrills,Blocker,Open,,16/Apr/21 02:13,16/Apr/21 16:05,
Bug,KYLIN-4860,13349035,使用多union all查询时抛出数组越界异常,zhangyaqian,Yang.,Blocker,Open,,05/Jan/21 02:26,24/Mar/21 01:47,
Bug,KYLIN-4876,13353011,"kylin开启下压后,还是报 No realization found for OLAPContext",,tcwyjno1,Blocker,Open,,18/Jan/21 08:30,24/Mar/21 01:46,
Bug,KYLIN-4853,13348581,QueryPreparedStatementCache invalid in Spark Query Engine,zhengshengjun,zhengshengjun,Blocker,Resolved,Fixed,31/Dec/20 10:38,05/Jan/21 10:34,
Bug,KYLIN-4080,13244796,Project schema update event causes error reload NEW DataModelDesc,simpleyuzhang,simpleyuzhang,Blocker,Reopened,,14/Jul/19 05:11,29/Sep/20 10:33,
Bug,KYLIN-4378,13284765,Not able to build a cube with Kafka Streaming Source as fact table and Jdbc Source as lookup table.,sonuSINGH,sonuSINGH,Blocker,Reopened,,12/Feb/20 09:47,21/Sep/20 06:46,
Bug,KYLIN-4383,13286530,Kylin Integrated Issue with Amazon EMR and AWS Glue in HiveMetaStoreClientFactory.java,hit_lacus,shtian,Blocker,Closed,Fixed,20/Feb/20 17:24,10/Jul/20 11:32,
Bug,KYLIN-3733,13205682,"kylin can't response correct data when using ""in"" filter",zzcclp,lianggang,Blocker,Closed,Fixed,20/Dec/18 10:11,10/Jul/20 11:31,
Bug,KYLIN-4503,13306059,Kylin query failing with Upper in query,,raghu_medapati,Blocker,Open,,20/May/20 04:54,23/Jun/20 17:52,24/Jun/20 00:00
Bug,KYLIN-4269,13270718,Error in step 2 when try build a cube,,giovanimarin,Blocker,Closed,Invalid,26/Nov/19 13:22,29/May/20 03:39,
Bug,KYLIN-4277,13271869,kylin集群模式构建报	Error: java.io.EOFException,,216,Blocker,Closed,Incomplete,03/Dec/19 06:38,29/May/20 03:33,
Bug,KYLIN-4288,13273569,查询样例数据抛出异常,pwrliang,zjp,Blocker,Closed,Cannot Reproduce,10/Dec/19 09:35,29/May/20 03:19,
Bug,KYLIN-4079,13244528,Concurrent query requests using Query API makes the query execution take too much time,,gladson.vas,Blocker,Resolved,Not A Problem,12/Jul/19 06:30,29/Apr/20 08:00,
Bug,KYLIN-3969,13229498,BeelineHiveClient can't parse Hive meta data result set with partitioned table,sickcate,sickcate,Blocker,Closed,Fixed,23/Apr/19 04:04,29/Feb/20 15:23,
Bug,KYLIN-4370,13283148,Spark job failing with JDBC source on 8th step with error :  org.apache.kylin.engine.spark.SparkCubingByLayer. Root cause: Table or view not found: `default`.`kylin_intermediate table',wangrupeng,sonuSINGH,Blocker,Resolved,Fixed,04/Feb/20 05:24,28/Feb/20 12:50,
Bug,KYLIN-2346,13031465,OLAP TableScan MUST NOT be shared by more than one prent,,zj220223,Blocker,Closed,Incomplete,02/Jan/17 09:51,28/Feb/20 12:47,
Bug,KYLIN-3762,13208476,构建cube出现error ,,wzq,Blocker,Closed,Incomplete,09/Jan/19 06:26,28/Feb/20 12:45,
Bug,KYLIN-3319,13148112,exceeds threshold 5000000 while executing SQL,,ss1,Blocker,Closed,Not A Problem,27/Mar/18 03:34,28/Feb/20 12:43,
Bug,KYLIN-3967,13229428,sum along with case expression does not work in query,,gladson.vas,Blocker,Closed,Not A Problem,22/Apr/19 18:59,28/Feb/20 12:41,
Bug,KYLIN-3976,13229747,Failed to find metadata store by url: kylin_metadata@hbase,,RickMDB,Blocker,Closed,Not A Problem,24/Apr/19 01:34,28/Feb/20 12:38,
Bug,KYLIN-4362,13281768,Kylin 3.0.0 Release: MR & Spark Job is failing with JDBC connection and Sqoop.,codingforfun,sonuSINGH,Blocker,Closed,Fixed,27/Jan/20 17:36,30/Jan/20 09:37,
Bug,KYLIN-4361,13281767,Kylin 3.0.0 Release - Not able to submit job with JDBC Data Sources with Sqoop.,codingforfun,sonuSINGH,Blocker,Closed,Fixed,27/Jan/20 17:28,30/Jan/20 09:36,
Bug,KYLIN-4203,13264461,"Disable a real time cube and then enable it ,this cube may can't submit build job anymore",wangxiaojing,wangxiaojing,Blocker,Closed,Fixed,25/Oct/19 10:25,21/Jan/20 07:48,
Bug,KYLIN-4318,13276605,Disconnection from the regionserver where the kylin metadata is located during the execution of the job will cause the job to fail to continue,,ChangjiGuo,Blocker,Closed,Not A Problem,27/Dec/19 11:57,02/Jan/20 08:44,
Bug,KYLIN-4184,13259586,Real time OLAP query gets wrong result,wangxiaojing,wangxiaojing,Blocker,Closed,Fixed,30/Sep/19 05:54,16/Nov/19 15:34,
Bug,KYLIN-4000,13232716,Merge task hang at step #5: Convert Cuboid Data to HFile,zhangyaqian,sickcate,Blocker,Resolved,Cannot Reproduce,10/May/19 17:38,19/Oct/19 14:04,
Bug,KYLIN-3966,13229425,Metric multiplication and metric division not working in query,,gladson.vas,Blocker,Open,,22/Apr/19 18:40,09/Sep/19 06:55,
Bug,KYLIN-4123,13248836,ClassCastException when performing Integration Tests,,Mikhail Zhukov,Blocker,Resolved,Workaround,05/Aug/19 08:53,02/Sep/19 02:41,
Bug,KYLIN-4038,13238589,Lookup tables is empty when build on ORC tables.,hit_lacus,alex.sidorchuk85,Blocker,Open,,10/Jun/19 17:11,16/Jun/19 13:07,
Bug,KYLIN-3872,13221381,Kylin web UI  http 404 error,,mimimiracle,Blocker,Resolved,Fixed,13/Mar/19 11:17,08/May/19 01:44,
Bug,KYLIN-3291,13144675,在构建好的cube上提交逻辑相同的sql查询结果不同,yaho,Raijin,Blocker,Closed,Not A Problem,13/Mar/18 09:43,12/Jan/19 06:41,
Bug,KYLIN-3752,13207206,NullPointerException in the first cubing step：org.apache.kylin.source.hive.CreateFlatHiveTableStep.getCubeSpecificConfig(CreateFlatHiveTableStep.java:92),xbirbird,xbirbird,Blocker,Closed,Fixed,02/Jan/19 03:04,12/Jan/19 06:41,
Bug,KYLIN-3740,13206360,system_cube构建出现bug,yaho,wzq,Blocker,Closed,Resolved,25/Dec/18 11:28,12/Jan/19 06:41,
Bug,KYLIN-3416,13166884,"Kylin bitmap null pointer exception when ""group by"" is an expression",Wayne0101,lemontsr,Blocker,Closed,Fixed,19/Jun/18 09:53,12/Jan/19 06:41,
Bug,KYLIN-3732,13205650,使用recommand功能的时候报错,,wzq,Blocker,Closed,Not A Problem,20/Dec/18 08:32,26/Dec/18 03:34,
Bug,KYLIN-3712,13202960,kylin join 查询指标出现null 使用官方例子也出现null,,wzq,Blocker,Resolved,Fixed,07/Dec/18 03:42,07/Dec/18 07:10,
Bug,KYLIN-3604,13188306,Can't build cube with spark in HBase standalone mode,colinmjj,colin,Blocker,Closed,Fixed,29/Sep/18 09:15,06/Nov/18 02:21,
Bug,KYLIN-3547,13183967,DimensionRangeInfo: Unsupported data type boolean,yichen.zhou,yichen.zhou,Blocker,Closed,Fixed,10/Sep/18 07:41,17/Sep/18 10:57,
Bug,KYLIN-2638,13074011,Cannot install Kylin on CDH 5.11,mahongbin,g.szalai,Blocker,Closed,Incomplete,22/May/17 21:25,14/Sep/18 01:16,
Bug,KYLIN-3260,13139218,Error while building cubes,,manuvilakunnathu@gmail.com,Blocker,Closed,Not A Problem,17/Feb/18 05:14,14/Sep/18 01:15,
Bug,KYLIN-3255,13139013,Cannot save cube,Na Zhai,jlbellier,Blocker,Closed,Fixed,16/Feb/18 11:11,09/Sep/18 05:53,
Bug,KYLIN-2345,13031455,Not able to open web interface for Kylin,,ashetty@gmail.com,Blocker,Closed,Cannot Reproduce,02/Jan/17 06:58,30/May/18 10:45,
Bug,KYLIN-3298,13146434,Kylin 2.3 start error(启动故障 火狐浏览器白屏，谷歌浏览器显示404错误),,neo0820,Blocker,Closed,Fixed,20/Mar/18 02:42,25/May/18 04:13,
Bug,KYLIN-2684,13082420,Fix Object.class not registered in Kyro issue with spark cubing,peng.jianhua,peng.jianhua,Blocker,Closed,Fixed,26/Jun/17 06:26,17/Aug/17 15:03,
Bug,KYLIN-841,12839032,LZOSupportnessChecker class have exception about createTempFile,shaofengshi,wql20072496,Blocker,Closed,Duplicate,19/Jun/15 02:01,09/Aug/17 05:43,
Bug,KYLIN-2273,13027399,Raise No new message comes issue for the Kylin1.6 Streaming cube build ,,BoyceZhang1,Blocker,Closed,Not A Problem,12/Dec/16 09:30,09/Aug/17 03:35,
Bug,KYLIN-1834,12984437,java.lang.IllegalArgumentException: Value not exists! - in Step 4 - Build Dimension Dictionary,liyang.gmt8@gmail.com,calaba@gmail.com,Blocker,Closed,Fixed,28/Jun/16 17:36,08/Dec/16 08:17,
Bug,KYLIN-1957,12996890,CXF memory issue dump,zhongjian,isma3ilovich,Blocker,Closed,Invalid,12/Aug/16 09:00,14/Aug/16 11:55,
Bug,KYLIN-1943,12995469,"Error while executing SQL ""select * from kylin_sales LIMIT 50000"": Error in coprocessor",liyang.gmt8@gmail.com,ranga123,Blocker,Closed,Won't Fix,07/Aug/16 09:29,11/Aug/16 03:21,
Bug,KYLIN-1720,12971490,Apache Kylin:- Measures is not seen anywhere,,Rahul_Kylin,Blocker,Closed,Information Provided,20/May/16 10:10,21/May/16 16:21,
Bug,KYLIN-1255,12924282,curator 2.7.1 client incompatibility,mahongbin,llabhilash,Blocker,Closed,Not A Problem,25/Dec/15 09:59,29/Dec/15 11:02,
Bug,KYLIN-778,12832029,can't build cube after package to binary ,,zhongjian,Blocker,Closed,Fixed,22/May/15 02:46,22/May/15 03:23,
Bug,KYLIN-544,12768580,multiple zookeeper quarum not work in both deploy.sh and program,mahongbin,mahongbin,Blocker,Closed,Fixed,20/Jan/15 02:01,20/Jan/15 09:16,
Bug,KYLIN-537,12768364,kylin not working on hdp 2.2,lukehan,mahongbin,Blocker,Closed,Fixed,19/Jan/15 05:27,19/Jan/15 12:34,
Bug,KYLIN-3201,13133958,java.lang.RuntimeException: native lz4 library not available,,keithxchen,Critical,Closed,Not A Problem,26/Jan/18 09:40,15/Mar/22 12:20,
Bug,KYLIN-5148,13421527,"kylin4 构建 cube 报错，Global dict build error on column ITEM_ID, key distinct count is 5076, and value distinct count is 6771",zhangyaqian,frankhu855,Critical,Open,,09/Jan/22 09:24,10/Jan/22 08:55,
Bug,KYLIN-4995,13379170,Query exception when the query statement contains a single left parenthesis,7mming7,7mming7,Critical,Closed,Fixed,19/May/21 02:16,06/Jan/22 06:51,
Bug,KYLIN-4992,13377149,Source row count statistics calculated in a wrong way in MergeDictionaryMapper,JiangYang,yaho,Critical,Closed,Fixed,07/May/21 06:26,06/Jan/22 06:51,
Bug,KYLIN-5130,13412462,metrics-reporter-hive don't support hive beeline client,itzhangqiang,itzhangqiang,Critical,Open,,18/Nov/21 08:31,18/Nov/21 09:52,
Bug,KYLIN-5123,13411724,API getTableSnapshots is not supported in Kylin 4.0,,lixz,Critical,Open,,15/Nov/21 08:00,17/Nov/21 03:34,
Bug,KYLIN-5096,13406049,在idea中载入kylin4的项目后，maven有报红,,qingquan,Critical,Closed,Not A Problem,12/Oct/21 03:09,10/Nov/21 01:17,
Bug,KYLIN-4582,13312352,Query with count distinct and grouping sets get wrong result,,flyao,Critical,Open,,19/Jun/20 03:52,04/Nov/21 06:27,
Bug,KYLIN-4046,13239791,Refine JDBC Source(source.default=8),hit_lacus,hit_lacus,Critical,Closed,Fixed,16/Jun/19 12:53,03/Nov/21 06:14,18/Jun/19 00:00
Bug,KYLIN-3996,13232145,postgresql can not to be used to construct the flat hive table in NO.1 step in building cube via datasourcedefaultSdk,zhanshaoxiong,duhj2,Critical,Closed,Fixed,08/May/19 02:40,03/Nov/21 06:14,
Bug,KYLIN-5028,13387938,Kylin Kubernetes template not working,,s19k15,Critical,Open,,06/Jul/21 13:22,31/Aug/21 08:43,
Bug,KYLIN-4879,13353086,"The function of sql to remove comments is not perfect. In some cases, the sql query conditions used will be modified",zhangyaqian,wangjie_fourth,Critical,Closed,Fixed,18/Jan/21 14:24,27/Jun/21 07:52,
Bug,KYLIN-4962,13370327,Fix NPE in ShrunkDict step,zhengshengjun,zhengshengjun,Critical,Closed,Fixed,08/Apr/21 09:18,27/Apr/21 02:34,
Bug,KYLIN-4810,13339332,TrieDictionary is not correctly build,zhengshengjun,zhengshengjun,Critical,Closed,Fixed,07/Nov/20 16:12,27/Apr/21 02:34,
Bug,KYLIN-4952,13369543,kylin - coprocessor timeout after scanning 10 439 900 rows,,ismaiel,Critical,Open,,05/Apr/21 06:28,08/Apr/21 06:12,
Bug,KYLIN-4946,13368492,cube planner multiple records share the same key in aggregated cuboid data for cuboid,,loomz@163.com,Critical,Open,,30/Mar/21 00:46,06/Apr/21 03:40,
Bug,KYLIN-4689,13321287,Deadlock in Kylin job execution,xxyu,arkigabor,Critical,Reopened,,06/Aug/20 11:00,24/Mar/21 01:43,
Bug,KYLIN-4496,13304908,Metric data missing,tianhui5,tianhui5,Critical,Closed,Fixed,14/May/20 10:23,17/Jan/21 15:17,
Bug,KYLIN-4656,13318741,Guava classpath conflict caused by kylin-jdbc 3.1.0 jar,zhangyaqian,arkigabor,Critical,Closed,Fixed,22/Jul/20 15:55,18/Oct/20 13:41,
Bug,KYLIN-4751,13326577,Throws NPE when run test case TestTopNUDAF,zzcclp,zzcclp,Critical,Resolved,Fixed,09/Sep/20 01:29,15/Sep/20 15:19,
Bug,KYLIN-4471,13301056,Cannot query sql about left join ,wangrupeng,wangrupeng,Critical,Closed,Not A Problem,26/Apr/20 08:15,13/Sep/20 12:16,
Bug,KYLIN-4690,13321631,BUILD CUBE  - job fail on spark clusters mode - #7 Step Name: Build Cube with Spark,,michaeljames,Critical,Open,,08/Aug/20 09:27,10/Aug/20 12:57,
Bug,KYLIN-4668,13319656,"outOfMemery,/bin/kylin.sh org.apache.kylin.tool.StorageCleanupJob --delete true",,shiyu2030,Critical,Closed,Fixed,28/Jul/20 01:39,28/Jul/20 02:50,
Bug,KYLIN-4643,13317061,Metrics data can't flush to HDFS before Kylin stop,zhangyaqian,zhangyaqian,Critical,Open,,16/Jul/20 02:18,16/Jul/20 02:25,
Bug,KYLIN-4250,13267635,FechRunnner should skip the job to process other jobs instead of throwing exception when the job section metadata is not found,xiaoge,xiaoge,Critical,Closed,Fixed,12/Nov/19 08:46,10/Jul/20 11:34,
Bug,KYLIN-4245,13267066,SqlConverter returns wrong syntax SQL when SqlParser fails for JDBC source,zhangyaqian,hust.zcheng,Critical,Closed,Fixed,08/Nov/19 10:07,10/Jul/20 11:34,
Bug,KYLIN-4166,13256380,kylin parse sql error,zhangyaqian,fei8665688,Critical,Closed,Fixed,12/Sep/19 15:24,10/Jul/20 11:33,
Bug,KYLIN-4119,13248020,The admin of project can't operate the action of Hybrids,zhangyaqian,haven0930,Critical,Closed,Fixed,31/Jul/19 06:58,10/Jul/20 11:32,
Bug,KYLIN-4430,13292339,Failed to find metadata store by url: kylin_metadata@hbase,,skywalker_611,Critical,Closed,Cannot Reproduce,18/Mar/20 04:10,29/May/20 02:47,
Bug,KYLIN-4329,13278059,"use  nrt streaming build kafka data,but the segment  cannot merge",,kangkingkang,Critical,Resolved,Cannot Reproduce,08/Jan/20 02:54,15/May/20 06:12,
Bug,KYLIN-4372,13284236,Docker entrypoint delete file too later cause ZK started by HBase crash,codingforfun,cijianzy,Critical,Resolved,Fixed,10/Feb/20 09:44,12/May/20 07:33,
Bug,KYLIN-3388,13162326,"Data may become not correct if mappers fail during the redistribute step, ""distribute by rand()""",Wayne0101,yaho,Critical,Closed,Fixed,28/May/18 05:02,10/Mar/20 08:41,
Bug,KYLIN-3937,13226676,"从 kafka 流构建 cube ,发生死锁",,windTa1ker,Critical,Open,,08/Apr/19 11:30,03/Mar/20 02:44,
Bug,KYLIN-3254,13138725,Cannot use Kylin Cubes with Excel,lidong_sjtu,jlbellier,Critical,Closed,Won't Fix,15/Feb/18 08:09,28/Feb/20 12:59,
Bug,KYLIN-3764,13208711,能否支持多个字段进行concat,,wzq,Critical,Closed,Not A Problem,10/Jan/19 06:58,28/Feb/20 12:58,
Bug,KYLIN-3420,13167054,common sql query fail on kylin web ui,,zoneyang,Critical,Closed,Not A Problem,20/Jun/18 03:56,28/Feb/20 12:57,
Bug,KYLIN-4200,13263447,SparkCubingBylayer is not rubust using CubeStatsReader to estimateLayerPartitionNum,,aahi,Critical,Open,,21/Oct/19 03:07,28/Feb/20 12:53,
Bug,KYLIN-4228,13265481,Not a valid ID: xxx while executing SQL,temple.zhou,temple.zhou,Critical,Closed,Not A Problem,31/Oct/19 08:53,28/Feb/20 12:51,
Bug,KYLIN-4082,13244898,Throw class not found exception when start kylin,wangrupeng,wangrupeng,Critical,Resolved,Workaround,15/Jul/19 08:20,12/Feb/20 06:08,
Bug,KYLIN-4246,13267477,Wrong results from real-time streaming when an optional field is used as a dimension,hit_lacus,ainagy,Critical,Closed,Fixed,11/Nov/19 13:05,21/Jan/20 07:48,
Bug,KYLIN-4190,13261711,hiveproducer write() function throw exception because hive mertics table location path prefix is different with defaut fs when hdfs uses router-based federation,,xiaoge,Critical,Closed,Fixed,11/Oct/19 06:45,21/Jan/20 07:48,
Bug,KYLIN-4017,13235815,"Build engine get zk(zookeeper) lock failed when building job, it causes the whole build engine doesn't work.",,wangxiaojing,Critical,Closed,Fixed,27/May/19 12:45,21/Jan/20 07:43,
Bug,KYLIN-3942,13226906,Rea-time OLAP don't support multi-level json event,hit_lacus,hit_lacus,Critical,Closed,Fixed,09/Apr/19 10:02,21/Jan/20 07:43,
Bug,KYLIN-4005,13233739,"Saving Cube of a aggregation Groups(40 Dimensions, Max Dimension Combination:5) may cause kylin server OOM",liushaohui,liushaohui,Critical,Closed,Fixed,16/May/19 10:50,21/Jan/20 07:43,
Bug,KYLIN-4106,13246598,Illegal partition for SelfDefineSortableKey when “Extract Fact Table Distinct Columns”,langdamao,langdamao,Critical,Closed,Fixed,23/Jul/19 15:19,13/Oct/19 00:37,
Bug,KYLIN-4131,13250225,Broadcaster memory leak,Wayne0101,Wayne0101,Critical,Closed,Fixed,12/Aug/19 09:23,13/Oct/19 00:37,
Bug,KYLIN-4014,13235596,Failed to find metadata store by url: kylin_metadata@hbase:Caused by: java.lang.NoSuchMethodError: org.apache.hadoop.hbase.client.Admin.createTable,,lhllhl2,Critical,Closed,Cannot Reproduce,25/May/19 10:22,19/Jun/19 12:26,
Bug,KYLIN-3988,13230316,Weighted Average does not work on cube,,anoop.krishnaswamy,Critical,Resolved,Invalid,26/Apr/19 14:05,30/Apr/19 02:46,
Bug,KYLIN-2948,13110623,Count a column returns the same result as count(*) even if this column has NULL,,luandexin,Critical,Closed,Duplicate,19/Oct/17 10:06,31/Mar/19 02:49,
Bug,KYLIN-3410,13166012,kylin ,,lemontsr,Critical,Closed,Duplicate,14/Jun/18 06:24,08/Mar/19 08:13,
Bug,KYLIN-3773,13209841,Using Mysql instead of Hive as Data Source fails with LinkageError,youcheng.zhang,hstefani,Critical,Closed,Fixed,16/Jan/19 09:56,08/Mar/19 01:19,
Bug,KYLIN-3731,13205612,java.lang.IllegalArgumentException: Unsupported data type array<string> at ,Wayne0101,ville,Critical,Closed,Fixed,20/Dec/18 03:00,27/Jan/19 14:57,
Bug,KYLIN-3643,13193476,Derived column from windowSpec not working in where,Wayne0101,DDDQ,Critical,Closed,Fixed,23/Oct/18 07:49,27/Jan/19 14:57,
Bug,KYLIN-3742,13206447,DataRequest fail to deserialized ,hit_lacus,hit_lacus,Critical,Resolved,Fixed,26/Dec/18 11:10,29/Dec/18 07:15,
Bug,KYLIN-3709,13202201,"Pass the wrong parameter to addResource function, kylin can not load the configuration file hbase.hdfs.xml .",Wayne0101,Hongtao He,Critical,Resolved,Fixed,04/Dec/18 08:42,24/Dec/18 03:09,25/Nov/18 00:00
Bug,KYLIN-3672,13197023,Performance is poor when multiple queries occur in short period,zonli,zonli,Critical,Closed,Fixed,08/Nov/18 07:06,04/Dec/18 04:28,
Bug,KYLIN-3705,13201014,Segment Pruner mis-functions when the source data has Chinese characters,hit_lacus,jiezouSH,Critical,Closed,Fixed,28/Nov/18 06:03,04/Dec/18 04:28,
Bug,KYLIN-3461,13173402,"""metastore.sh refresh-cube-signature"" not updating cube signature as expected ",Na Zhai,weizhaoy,Critical,Closed,Fixed,20/Jul/18 08:53,09/Sep/18 05:53,
Bug,KYLIN-2253,13026299,sql union  did not remove duplicated records (distinct),,zhoudegao,Critical,Closed,Fixed,07/Dec/16 09:31,10/Aug/18 12:00,
Bug,KYLIN-3428,13168328,java.lang.OutOfMemoryError: Requested array size exceeds VM limit,yangcao,yangcao,Critical,Closed,Fixed,26/Jun/18 11:15,06/Jul/18 14:59,
Bug,KYLIN-3261,13139404,Out of Memory Error,,praveenece,Critical,Closed,Incomplete,19/Feb/18 11:36,25/Jun/18 03:53,
Bug,KYLIN-3122,13126401,"Partition elimination algorithm seems to be inefficient and have serious issues with handling date/time ranges, can lead to very slow queries and OOM/Java heap dump conditions",mahongbin,seva_ostapenko,Critical,Closed,Fixed,20/Dec/17 22:48,23/Jun/18 14:56,
Bug,KYLIN-3281,13143796,OLAPProjectRule can't normal working with  projectRel[input=sortRel],hn5092,hn5092,Critical,Closed,Fixed,09/Mar/18 05:01,23/Jun/18 14:56,
Bug,KYLIN-2577,13067615,Improve hive&mr job configuration,wormholer,wormholer,Critical,Resolved,Fixed,28/Apr/17 07:14,25/Jan/18 06:26,
Bug,KYLIN-2698,13083444,Receiving error on 3rd step while creating sample cube,shaofengshi,phitotient,Critical,Resolved,Invalid,29/Jun/17 12:03,24/Jan/18 15:35,
Bug,KYLIN-1523,12952363,Kylin server hang when many bad query running,liyang.gmt8@gmail.com,qianqiaoneng,Critical,Closed,Won't Fix,22/Mar/16 09:08,29/Nov/17 07:04,
Bug,KYLIN-3007,13116210,Trying to start kylin service on cloudera and get the error attached. ,,mitsu1215,Critical,Closed,Not A Problem,04/Nov/17 23:59,29/Nov/17 00:25,
Bug,KYLIN-2557,13065406,Fix creating HBase table conflict when multiple kylin instances are starting concurrently,peng.jianhua,peng.jianhua,Critical,Closed,Fixed,20/Apr/17 05:42,17/Aug/17 15:03,
Bug,KYLIN-2647,13074827,Should get FileSystem from HBaseConfiguration in HBaseResourceStore,kangkaisen,kangkaisen,Critical,Closed,Fixed,25/May/17 12:38,17/Aug/17 15:03,
Bug,KYLIN-1590,12959333,2 Kylin Steaming merge jobs of same time range triggered and failed ,yaho,qianqiaoneng,Critical,Closed,Won't Fix,16/Apr/16 00:50,08/Aug/17 09:56,
Bug,KYLIN-1228,12921570,User has to purge all releated cubes to change the cube description,,Lola,Critical,Closed,Not A Problem,14/Dec/15 06:48,08/Aug/17 09:29,
Bug,KYLIN-2601,13070783,The return type of tinyint for sum measure should be bigint,kangkaisen,kangkaisen,Critical,Closed,Fixed,10/May/17 11:58,15/May/17 02:08,
Bug,KYLIN-2457,13044816,Should copy the latest dictionaries on dimension tables in a batch merge job,zhengd,zhengd,Critical,Closed,Fixed,21/Feb/17 11:52,30/Apr/17 12:21,
Bug,KYLIN-1603,12960718,Building job still finished even MR job error happened.,lidong_sjtu,royjin1987,Critical,Closed,Duplicate,21/Apr/16 11:40,30/Apr/17 12:21,
Bug,KYLIN-2550,13064325,Error while executing SQL query on Kylin 2.0 Beta version,liyang.gmt8@gmail.com,zhuoran,Critical,Resolved,Resolved,17/Apr/17 04:55,19/Apr/17 07:58,
Bug,KYLIN-2109,13013540,Deploy coprocessor only this server own the table,kangkaisen,kangkaisen,Critical,Closed,Fixed,19/Oct/16 13:28,26/Nov/16 08:12,
Bug,KYLIN-2115,13013817,some extended column query returns wrong answer,gaodayue,gaodayue,Critical,Closed,Fixed,20/Oct/16 10:30,26/Nov/16 08:12,
Bug,KYLIN-2104,13013065,"loader constraint violation: loader (instance of org/apache/catalina/loader/WebappClassLoader) previously initiated loading for a different type with name ""com/google/protobuf/ByteString""",,calaba@gmail.com,Critical,Closed,Fixed,18/Oct/16 02:48,18/Oct/16 07:53,
Bug,KYLIN-1939,12994929,Linkage error while executing any queries,lidong_sjtu,lidong_sjtu,Critical,Closed,Fixed,04/Aug/16 15:31,15/Sep/16 03:35,
