Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,FLUME-1232,12558408,Cannot start agent a 3rd time when using FileChannel,aprabhakar,will@cloudera.com,Blocker,Closed,Fixed,29/May/12 10:26,10/Sep/12 08:58,
Bug,FLUME-1256,12559340,OutofMemory erros in Flume build,aprabhakar,hshreedharan,Blocker,Resolved,Fixed,05/Jun/12 08:41,31/Jul/12 06:13,
Bug,FLUME-1204,12555259,Add more unit tests for hbase sink,hshreedharan,hshreedharan,Blocker,Resolved,Fixed,15/May/12 00:17,25/Jun/12 09:51,
Bug,FLUME-1301,12595404,HDFSCompressedDataStream can lose data,mpercy,mpercy,Blocker,Resolved,Fixed,21/Jun/12 09:06,22/Jun/12 14:40,
Bug,FLUME-1303,12595419,java.library.path value is being truncated at first 'n' char,will@cloudera.com,will@cloudera.com,Blocker,Resolved,Fixed,21/Jun/12 12:09,21/Jun/12 19:49,
Bug,FLUME-1222,12556813,"rolling file sink ""Directory may not be null"" (Preconditions check) error when a directory is set",,alo.alt,Blocker,Resolved,Not A Problem,22/May/12 06:28,22/May/12 08:41,
Bug,FLUME-1017,12545038,syslog classes missing,hshreedharan,alo.alt,Blocker,Resolved,Fixed,03/Mar/12 08:58,07/Apr/12 13:05,
Bug,FLUME-1009,12544551,HDFSEventSink should return BACKOFF when the channel returns null,brocknoland,brocknoland,Blocker,Resolved,Fixed,29/Feb/12 02:23,12/Mar/12 03:16,
Bug,FLUME-920,12537278,flume-ng script does not work on Ubuntu Maverick,bmahe,bmahe,Blocker,Resolved,Fixed,05/Jan/12 03:43,16/Jan/12 08:09,
Bug,FLUME-928,12538164,"Exception ""too many open files"" in ThriftEventSource (with infinite loop as result)",,bertpassek,Blocker,Resolved,Duplicate,12/Jan/12 08:23,12/Jan/12 13:30,
Bug,FLUME-915,12536694,Incorrect license information in various files,esammer,esammer,Blocker,Closed,Fixed,30/Dec/11 21:38,31/Dec/11 22:09,
Bug,FLUME-900,12536096,RELEASENOTES file needs to be ignored by RAT,prasadm,esammer,Blocker,Closed,Fixed,21/Dec/11 22:52,30/Dec/11 04:33,
Bug,FLUME-898,12535740,Create DISCLAIMER file for Flume project,prasadm,prasadm,Blocker,Closed,Fixed,19/Dec/11 18:55,30/Dec/11 04:33,
Bug,FLUME-913,12536620,slf4j-log4j binding is excluded from the dist assembly due to test scope,esammer,esammer,Blocker,Closed,Fixed,29/Dec/11 22:14,30/Dec/11 00:15,
Bug,FLUME-910,12536542,Typo in maven avro plugin groupId in plugin dep management,esammer,esammer,Blocker,Closed,Fixed,28/Dec/11 23:48,29/Dec/11 00:36,
Bug,FLUME-887,12535516,Add maven assembly to build a source only artifact,esammer,esammer,Blocker,Closed,Fixed,16/Dec/11 22:10,21/Dec/11 06:04,
Bug,FLUME-891,12535539,flume-ng script doesn't build the classpath properly,esammer,esammer,Blocker,Closed,Fixed,17/Dec/11 00:34,21/Dec/11 05:05,
Bug,FLUME-822,12529425,JDBC channel lock acquisition failure during take(),aprabhakar,esammer,Blocker,Closed,Fixed,30/Oct/11 22:52,04/Dec/11 00:26,
Bug,FLUME-827,12529585,Avro client conn failure results in 60-second wait before terminating,esammer,will@cloudera.com,Blocker,Closed,Fixed,01/Nov/11 00:19,02/Dec/11 22:06,
Bug,FLUME-817,12528425,JdbcChannel can not be created by DefaultChannelFactory,aprabhakar,esammer,Blocker,Closed,Fixed,23/Oct/11 20:14,02/Nov/11 20:26,
Bug,FLUME-806,12527859,Fix cast exception in MemoryChannel due to config type changes,esammer,esammer,Blocker,Closed,Fixed,20/Oct/11 00:50,20/Oct/11 02:31,
Bug,FLUME-614,12517563,Build for HBase plugin broken due to maven.,esammer,jmhsieh,Blocker,Closed,Fixed,22/Apr/11 20:04,06/Aug/11 00:14,
Bug,FLUME-496,12517447,Handle 64-bit vs 32-bit JVM during windows install.,jmhsieh,jmhsieh,Blocker,Closed,Fixed,01/Feb/11 14:56,06/Aug/11 00:14,
Bug,FLUME-667,12517616,stacks webapp is missing from node and master,jmhsieh,jmhsieh,Blocker,Closed,Fixed,18/Jun/11 17:34,06/Aug/11 00:14,
Bug,FLUME-673,12517628,Flume distribution problems.,jmhsieh,jmhsieh,Blocker,Closed,Fixed,20/Jun/11 21:32,06/Aug/11 00:14,
Bug,FLUME-607,12517552,Maven update breaks hello plugin,esammer,jmhsieh,Blocker,Closed,Fixed,21/Apr/11 20:24,06/Aug/11 00:14,
Bug,FLUME-609,12517568,Maven build introduces new test failures.,jmhsieh,jmhsieh,Blocker,Closed,Fixed,21/Apr/11 20:32,06/Aug/11 00:14,
Bug,FLUME-608,12517569,Maven update removed windows build option,jmhsieh,jmhsieh,Blocker,Closed,Fixed,21/Apr/11 20:28,15/Jun/11 17:42,
Bug,FLUME-547,12517504,"Flume consumes all available memory, writing garbage to sequence files",,flume_robert.slifka@gmail.com,Blocker,Resolved,Not A Problem,04/Mar/11 03:52,04/Mar/11 04:10,
Bug,FLUME-532,12517483,unable to map logical node to physical node,,kimsterv,Blocker,Resolved,Not A Problem,19/Feb/11 19:04,22/Feb/11 20:15,
Bug,FLUME-433,12517384,Agents end up in ERROR mode when all collectors are killed in BE or DFO mode,jmhsieh,flume_alexvk@cloudera.com,Blocker,Resolved,Fixed,28/Dec/10 01:30,04/Feb/11 18:39,
Bug,FLUME-416,12517365,CollectorSink hangs due to ConcurrentModificationException in RollSink,jmhsieh,jmhsieh,Blocker,Resolved,Fixed,20/Dec/10 17:08,31/Jan/11 22:06,
Bug,FLUME-218,12517177,race condition in tailsource,esammer,flume_kevin,Blocker,Closed,Fixed,13/Sep/10 22:11,20/Jan/11 23:20,
Bug,FLUME-430,12517387,E2E Mode recovery doesn't deliver all events.,jmhsieh,jmhsieh,Blocker,Resolved,Fixed,27/Dec/10 07:21,05/Jan/11 16:44,
Bug,FLUME-153,12517102,Nodes get LOST on config change,jmhsieh,flume_dzuelke,Blocker,Closed,Fixed,13/Aug/10 19:07,13/Dec/10 14:38,
Bug,FLUME-53,12517003,"Heartbeat from node ""hangs"" when changing configuration.",jmhsieh,jmhsieh,Blocker,Closed,Fixed,14/Jul/10 18:29,13/Dec/10 14:38,
Bug,FLUME-176,12517131,autoE2EChain does not reconnect if connection is down.,jmhsieh,jmhsieh,Blocker,Closed,Fixed,24/Aug/10 17:50,13/Dec/10 14:38,
Bug,FLUME-234,12517179,Flume agent node not always closing deleted files,jmhsieh,flume_danieltm,Blocker,Closed,Fixed,20/Sep/10 15:10,13/Dec/10 14:37,
Bug,FLUME-348,12517309,ThriftEventAdaptor should return null when a nonexistent attribute is fetched,esammer,esammer,Blocker,Closed,Fixed,17/Nov/10 01:59,13/Dec/10 14:37,
Bug,FLUME-117,12517065,license header missing in TestDiskFailoverBehavior.java,jmhsieh,phunt,Blocker,Closed,Fixed,04/Aug/10 21:06,13/Dec/10 14:37,
Bug,FLUME-229,12517184,Flume collector not recovering properly if the hdfs namenode goes down.,jmhsieh,jmhsieh,Blocker,Closed,Fixed,17/Sep/10 02:16,13/Dec/10 14:37,
Bug,FLUME-151,12517103,Commands in Flow Isolation section are incorrect.  ,jmhsieh,jmhsieh,Blocker,Closed,Fixed,12/Aug/10 20:34,13/Dec/10 14:37,
Bug,FLUME-345,12517300,Generated html from ASCIIDOC contains GPL code.,jmhsieh,jmhsieh,Blocker,Closed,Fixed,16/Nov/10 01:13,13/Dec/10 14:37,
Bug,FLUME-154,12517101,Scribe source.next() does not exit if it is closed.,jmhsieh,jmhsieh,Blocker,Closed,Fixed,14/Aug/10 01:18,13/Dec/10 14:37,
Bug,FLUME-9,12516958,DFO's subsink should survive errors.,jmhsieh,jmhsieh,Blocker,Closed,Fixed,02/Jul/10 12:33,16/Jul/10 01:34,
Bug,FLUME-2892,12948763,Unable to compile & install flume with Maven,,nathansturgess.uni@gmail.com,Critical,Resolved,Cannot Reproduce,10/Mar/16 12:07,11/Mar/22 05:15,
Bug,FLUME-3407,13429524,workaround for jackson-mapper-asl-1.9.13.jar  @ flume-ng ,,Sasha Kravchik,Critical,Closed,Duplicate,20/Feb/22 11:39,22/Feb/22 16:12,
Bug,FLUME-3391,13379426,flume kafka sink unable to configure ssl.endpoint.identification.algorithm =,,christli,Critical,Open,,20/May/21 03:53,20/May/21 03:59,
Bug,FLUME-3367,13306393,HDFS sink append support is not working,,lhy136678037,Critical,Open,,21/May/20 07:37,21/May/20 07:37,
Bug,FLUME-3364,13301086,TailDir BackOff Method always blocks the thread,,wangqunASF,Critical,Open,,26/Apr/20 13:44,07/May/20 04:59,
Bug,FLUME-3349,13276696,TailDir source Data loss,,chenhc,Critical,Patch Available,,28/Dec/19 09:53,28/Dec/19 10:04,
Bug,FLUME-3308,13206408,TailDirSource will write an empty position json file,,dixingxing@yeah.net,Critical,Open,,26/Dec/18 04:59,23/Dec/19 02:13,
Bug,FLUME-3347,13269253,Direct buffer memory causes sink thread to die,,lightzhao,Critical,Resolved,Fixed,19/Nov/19 07:47,07/Dec/19 20:40,
Bug,FLUME-3343,13253633,ConcurrentModificationException occurs in SpillableMemoryChannel,,yuandm,Critical,Open,,29/Aug/19 07:36,29/Aug/19 07:36,
Bug,FLUME-3337,13239158,ChannelProcessor#processEventBatch() method catch exception code block may override actual exception,,ykgarfield,Critical,Open,,13/Jun/19 02:02,08/Jul/19 02:08,
Bug,FLUME-3253,13169884,JP Morgan Chase scan shows vulnerabilities for Splunk App using Apache Flume 1.8,turcsanyip,sbarger18,Critical,Resolved,Fixed,03/Jul/18 17:54,14/Nov/18 17:41,
Bug,FLUME-3114,13084879,Upgrade commons-httpclient library dependency,,sati,Critical,Resolved,Fixed,05/Jul/17 15:55,12/Nov/18 14:01,
Bug,FLUME-2973,12997911,Deadlock in hdfs sink,denes,denes,Critical,Resolved,Fixed,17/Aug/16 13:37,12/Oct/18 12:13,
Bug,FLUME-3217,13139047,Flume creates empty files when HDFS quota has been reached,,denes,Critical,Open,,16/Feb/18 14:50,17/Aug/18 10:59,
Bug,FLUME-2811,12904763,Taildir source doesn't call stop() on graceful shutdown,umesh9794@gmail.com,siefried12,Critical,Open,,14/Oct/15 06:26,12/Sep/17 13:24,
Bug,FLUME-3113,13084725,Upgrade commons-beanutils library dependency,,sati,Critical,Open,,05/Jul/17 08:49,12/Sep/17 13:19,
Bug,FLUME-3130,13088438,Upgrade restlet library dependency,,sati,Critical,Open,,19/Jul/17 15:41,12/Sep/17 13:19,
Bug,FLUME-3126,13088402,Upgrade apache poi library dependencies,,sati,Critical,Open,,19/Jul/17 13:46,12/Sep/17 13:19,
Bug,FLUME-3125,13088401,Upgrade fontbox library dependency,,sati,Critical,Open,,19/Jul/17 13:39,12/Sep/17 13:19,
Bug,FLUME-3121,13087975,Upgrade javax.mail:test dependency,,sati,Critical,Open,,18/Jul/17 16:21,12/Sep/17 13:19,
Bug,FLUME-3124,13088397,Upgrade apache-mime4j-core library dependency,,sati,Critical,Open,,19/Jul/17 13:32,12/Sep/17 13:19,
Bug,FLUME-3129,13088429,Upgrade bouncycastle library dependencies,,sati,Critical,Open,,19/Jul/17 15:03,12/Sep/17 13:19,
Bug,FLUME-3127,13088423,Upgrade libfb303 library dependency,fszabo,sati,Critical,Resolved,Fixed,19/Jul/17 14:36,11/Sep/17 14:08,
Bug,FLUME-3132,13088450,Upgrade tomcat jasper library dependencies,fszabo,sati,Critical,Resolved,Fixed,19/Jul/17 16:00,24/Aug/17 19:04,
Bug,FLUME-3131,13088442,Upgrade spring framework library dependencies,fszabo,sati,Critical,Resolved,Fixed,19/Jul/17 15:50,24/Aug/17 18:20,
Bug,FLUME-3112,13084723,Upgrade jackson-core library dependency,fszabo,sati,Critical,Resolved,Fixed,05/Jul/17 08:45,24/Aug/17 18:20,
Bug,FLUME-3085,13063926,"HDFS Sink can skip flushing some BucketWriters, might lead to data loss",denes,denes,Critical,Resolved,Fixed,13/Apr/17 21:07,08/May/17 22:05,
Bug,FLUME-2545,12754553,How to convert *.bz2.tmp to *.bz2 file after restating the instance,,arungujjartest,Critical,Open,,11/Nov/14 19:54,29/Mar/17 01:14,
Bug,FLUME-3048,13037018,"flume hive sink test fail Anxious for a complete build table statements hivesink configuration, and test data",,Kaiyang,Critical,Open,,23/Jan/17 11:40,23/Jan/17 11:40,
Bug,FLUME-2215,12674083,ResettableFileInputStream can't support  ucs-4 character,adutra,syntonyliu,Critical,Closed,Fixed,16/Oct/13 08:10,04/Jan/17 09:01,
Bug,FLUME-2405,12722018,Flume stops working on arbitrary Frame Size more than 16 MB on ScribeSource,marimuthup,marimuthup,Critical,Resolved,Duplicate,18/Jun/14 08:21,26/Dec/16 11:20,
Bug,FLUME-2812,12904989,"Exception in thread ""SinkRunner-PollingRunner-DefaultSinkProcessor"" java.lang.Error: Maximum permit count exceeded",denes,rcritt,Critical,Resolved,Fixed,14/Oct/15 20:23,05/Nov/16 07:09,
Bug,FLUME-2904,12962941,java.lang.NoSuchMethodError: org.apache.hadoop.hbase.client.Put.setWriteToWAL(Z)V,,mengshiye,Critical,Open,,27/Apr/16 09:23,11/Aug/16 03:47,
Bug,FLUME-2776,12860293,1.6 Download link not actually Flume,,bglazer,Critical,Resolved,Not A Problem,28/Aug/15 15:19,23/Jul/16 08:39,
Bug,FLUME-2634,12778182,channelCounter of SpillableMemoryChannel not register,,liu xiaofei,Critical,Open,,27/Feb/15 10:38,22/Jul/16 15:19,
Bug,FLUME-2922,12977310,HDFSSequenceFile Should Sync Writer,kevinconaway,kevinconaway,Critical,Resolved,Fixed,09/Jun/16 17:50,20/Jul/16 02:53,
Bug,FLUME-1668,12613597,Hdfs Sink File Rollover,,sachingp,Critical,Resolved,Cannot Reproduce,26/Oct/12 01:09,25/Jun/16 11:53,
Bug,FLUME-2798,12895004,Malformed Syslog messages can lead to OutOfMemoryException,tweek,tweek,Critical,Closed,Fixed,20/Sep/15 20:36,18/Jun/16 17:37,
Bug,FLUME-2920,12977213,Kafka Channel Should Not Commit Offsets When Stopping,kevinconaway,kevinconaway,Critical,Closed,Fixed,09/Jun/16 12:40,18/Jun/16 17:16,
Bug,FLUME-2687,12823531,apache flume 1.5.2 signature MD5 and SHA1 checksums,,steenzout,Critical,Resolved,Fixed,23/Apr/15 19:25,16/Jun/16 18:30,
Bug,FLUME-2074,12651619,ResettableInputStream returns Signed Data when parsing binary stream,,huhlig,Critical,Open,,07/Jun/13 02:43,17/May/16 07:56,
Bug,FLUME-1326,12596011,OutOfMemoryError in HDFSSink,,juhanic,Critical,Patch Available,,27/Jun/12 01:44,14/Aug/15 18:09,
Bug,FLUME-2637,12779642,flume 1.5 doesnt update flume .tmp file in HDFS until roll,,sutanudas.,Critical,Open,,05/Mar/15 00:05,05/Mar/15 05:02,
Bug,FLUME-2228,12676551,HDFS namenode failover cause flume error,,justlooks,Critical,Open,,30/Oct/13 06:13,09/Dec/14 01:04,
Bug,FLUME-2554,12755760,"Flume Support for AWS Authentication Version 4, AWS4, AWS4-HMAC-SHA256",,Zeeshan,Critical,Open,,17/Nov/14 09:18,17/Nov/14 12:18,
Bug,FLUME-1258,12559354,TailDirSource might  get dead lock  when  delete file in dir.,,nice2mu,Critical,Resolved,Won't Fix,05/Jun/12 10:49,05/Nov/14 11:33,
Bug,FLUME-1013,12544902,Flume master CPU consumption is large,,xwu,Critical,Resolved,Won't Fix,02/Mar/12 09:07,05/Nov/14 11:29,
Bug,FLUME-983,12543510,snappy compression via AvroDataFileOutputFormat suboptimal,,hoffman60613,Critical,Resolved,Won't Fix,21/Feb/12 16:26,05/Nov/14 11:26,
Bug,FLUME-948,12540687,"[Agent Reliability] In BEChain mode,if primary collector is off,but the secondary collector is on,agent's event send to null sink, instead of seconday collector",,csulyb@gmail.com,Critical,Resolved,Won't Fix,01/Feb/12 07:01,05/Nov/14 11:24,
Bug,FLUME-938,12540173,Master does not detect conflicts in the collector ports,,tvachon,Critical,Resolved,Won't Fix,27/Jan/12 18:29,05/Nov/14 11:23,
Bug,FLUME-926,12538054,Memory leak in 0.9.4,,tvachon,Critical,Resolved,Won't Fix,11/Jan/12 14:15,05/Nov/14 11:21,
Bug,FLUME-895,12535616,"ThriftEventSource sometime can't be closed when reconfig plugin ,  the spawn-threads num increase 1 per heartbeat ",,csulyb@gmail.com,Critical,Resolved,Won't Fix,18/Dec/11 11:10,05/Nov/14 11:20,
Bug,FLUME-873,12534328,Collector closes thrift server without visible reason,,lossil,Critical,Resolved,Won't Fix,08/Dec/11 10:40,05/Nov/14 10:55,
Bug,FLUME-763,12523156,mapping physical node to logic node will lead to all nodes refresh,,longda,Critical,Resolved,Won't Fix,15/Sep/11 06:58,05/Nov/14 10:43,
Bug,FLUME-754,12520721,Collector can't start correctly if NameNode is down for E2E reliability mode.,,azotcsit,Critical,Resolved,Won't Fix,30/Aug/11 11:24,05/Nov/14 10:43,
Bug,FLUME-675,12517626,autoCollectorSource and auto*Chain/Sinks fail when master is restarted.,,jmhsieh,Critical,Resolved,Won't Fix,21/Jun/11 06:05,05/Nov/14 10:27,
Bug,FLUME-649,12517598,flume looses events and blocks when (maybe) thrift rpc sink is too slow,,flume_se,Critical,Resolved,Won't Fix,01/Jun/11 13:13,05/Nov/14 10:21,
Bug,FLUME-637,12517593,Flume Node deadlocks on getting reports/metrics info.,,jmhsieh,Critical,Resolved,Won't Fix,20/May/11 17:51,05/Nov/14 10:17,
Bug,FLUME-629,12517584,"DFO failure, stops buffering to disk, messages lost",,flume_csarva,Critical,Resolved,Won't Fix,09/May/11 23:06,05/Nov/14 10:16,
Bug,FLUME-621,12517574,Logical node and webpage getReports deadlock.,,jmhsieh,Critical,Resolved,Won't Fix,29/Apr/11 21:56,05/Nov/14 10:14,
Bug,FLUME-582,12517541,Multiple diskfailover cannot cohabit in the same logical node configuration,herberts,herberts,Critical,Resolved,Won't Fix,26/Mar/11 08:08,05/Nov/14 10:08,
Bug,FLUME-553,12517498,"collectorSink becomes unstable when hdfs goes down using e2e (but it ""gets fixed"" when restarting the collector)",,flume_sturlese,Critical,Resolved,Won't Fix,10/Mar/11 17:46,05/Nov/14 09:42,
Bug,FLUME-502,12517459,Corrupted gzip files are being created in HDFS (file attached),,kimsterv,Critical,Resolved,Won't Fix,01/Feb/11 21:06,05/Nov/14 09:34,
Bug,FLUME-486,12517439,When using taildir in a single node configuration records are being lost,,flume_justin.hancock,Critical,Resolved,Won't Fix,22/Jan/11 07:07,05/Nov/14 09:29,
Bug,FLUME-473,12517434,Master by default uses excessive virtual memory despite only having a small amount of memory resident.,,jmhsieh,Critical,Resolved,Won't Fix,13/Jan/11 19:49,05/Nov/14 09:25,
Bug,FLUME-330,12517281,Collector outputing to S3 sink fails and doesn't recover when S3 returns consecutive 404 status code,,flume_pcting,Critical,Resolved,Won't Fix,08/Nov/10 10:27,05/Nov/14 08:33,
Bug,FLUME-171,12517118,Potential deadlock between StatusManager and TranslatingConfigurationManager,,jmhsieh,Critical,Resolved,Won't Fix,21/Aug/10 23:04,05/Nov/14 07:30,
Bug,FLUME-2535,12752677,DEFAULT_BUF_SIZE hits special unicode character on the last byte truncates the event stream,,azafir,Critical,Open,,04/Nov/14 10:59,04/Nov/14 11:45,
Bug,FLUME-1285,12593947,FileChannel has a dependency on Hadoop IO classes,iekpo,mpercy,Critical,Closed,Fixed,17/Jun/12 07:35,09/Oct/14 04:55,27/Apr/13 00:00
Bug,FLUME-2493,12745775,Kafka source doesn't disable auto-commit as it should,gwenshap,gwenshap,Critical,Resolved,Duplicate,03/Oct/14 17:12,03/Oct/14 17:53,
